id,room_id,partner_id,room_recommendation_action_id,snapshot_date,discount_pct,estimated_inquiry_uplift_pct,estimated_reservation_uplift_pct,estimated_revenue_uplift_pct,expected_revenue,expected_occupancy_rate,simulation_type,confidence_score,simulation_factors_json,is_recommended,simulated_at,created_at,updated_at
901,244,7,233,12/5/2026,0,0,0,0,582750,0,campaign_discount,44.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
902,244,7,233,12/5/2026,5,3.52,3.1,-0.95,577213.88,72.17,campaign_discount,47.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -0.95, ""long_term_growth_bonus"": 0.93, ""short_term_revenue_impact"": -1.88}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
903,244,7,233,12/5/2026,10,7.03,6.2,-1.9,571677.75,74.34,campaign_discount,50.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -1.9, ""long_term_growth_bonus"": 1.86, ""short_term_revenue_impact"": -3.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
904,244,7,233,12/5/2026,15,10.55,9.31,-2.84,566199.9,76.52,campaign_discount,53.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -2.84, ""long_term_growth_bonus"": 2.79, ""short_term_revenue_impact"": -5.63}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
905,245,7,234,12/5/2026,0,0,0,0,580650,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -8, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 580650, ""targeted_daily_value"": 26950, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9747, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
906,245,7,234,12/5/2026,5,4.6,3.73,-0.37,578501.6,72.61,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": -8, ""hybrid_metrics"": {""total_uplift_score"": -0.37, ""long_term_growth_bonus"": 1.12, ""short_term_revenue_impact"": -1.49}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 1800, ""anchor_revenue_used"": 580650, ""targeted_daily_value"": 26950, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9747, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
907,245,7,234,12/5/2026,10,9.21,7.47,-0.73,576411.26,75.23,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": -8, ""hybrid_metrics"": {""total_uplift_score"": -0.73, ""long_term_growth_bonus"": 2.24, ""short_term_revenue_impact"": -2.97}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 1800, ""anchor_revenue_used"": 580650, ""targeted_daily_value"": 26950, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9747, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
908,245,7,234,12/5/2026,15,13.81,11.2,-1.1,574262.85,77.84,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": -8, ""hybrid_metrics"": {""total_uplift_score"": -1.1, ""long_term_growth_bonus"": 3.36, ""short_term_revenue_impact"": -4.46}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 1800, ""anchor_revenue_used"": 580650, ""targeted_daily_value"": 26950, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9747, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
909,246,7,235,12/5/2026,0,0,0,0,589050,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
910,246,7,235,12/5/2026,5,4.6,3.73,-0.37,586870.52,72.61,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.37, ""long_term_growth_bonus"": 1.12, ""short_term_revenue_impact"": -1.49}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
911,246,7,235,12/5/2026,10,9.21,7.47,-0.73,584749.94,75.23,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.73, ""long_term_growth_bonus"": 2.24, ""short_term_revenue_impact"": -2.97}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
912,246,7,235,12/5/2026,15,13.81,11.2,-1.1,582570.45,77.84,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -1.1, ""long_term_growth_bonus"": 3.36, ""short_term_revenue_impact"": -4.46}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
913,247,7,236,12/5/2026,0,0,0,0,586950,0,campaign_discount,44.15,"{""campaign_type"": 1, ""price_gap_pct"": 0.9, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""anchor_revenue_used"": 586950, ""targeted_daily_value"": 27250, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
914,247,7,236,12/5/2026,5,3.63,3.17,-0.89,581726.15,72.22,campaign_discount,47.15,"{""campaign_type"": 1, ""price_gap_pct"": 0.9, ""hybrid_metrics"": {""total_uplift_score"": -0.89, ""long_term_growth_bonus"": 0.95, ""short_term_revenue_impact"": -1.84}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2100, ""anchor_revenue_used"": 586950, ""targeted_daily_value"": 27250, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
915,247,7,236,12/5/2026,10,7.15,6.27,-1.84,576150.12,74.39,campaign_discount,50.15,"{""campaign_type"": 1, ""price_gap_pct"": 0.9, ""hybrid_metrics"": {""total_uplift_score"": -1.84, ""long_term_growth_bonus"": 1.88, ""short_term_revenue_impact"": -3.72}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2100, ""anchor_revenue_used"": 586950, ""targeted_daily_value"": 27250, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
916,247,7,236,12/5/2026,15,10.66,9.37,-2.79,570574.1,76.56,campaign_discount,53.15,"{""campaign_type"": 1, ""price_gap_pct"": 0.9, ""hybrid_metrics"": {""total_uplift_score"": -2.79, ""long_term_growth_bonus"": 2.81, ""short_term_revenue_impact"": -5.6}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2100, ""anchor_revenue_used"": 586950, ""targeted_daily_value"": 27250, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
917,248,7,237,12/5/2026,0,0,0,0,582750,0,campaign_discount,44.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
918,248,7,237,12/5/2026,5,3.52,3.1,-0.95,577213.88,72.17,campaign_discount,47.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -0.95, ""long_term_growth_bonus"": 0.93, ""short_term_revenue_impact"": -1.88}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
919,248,7,237,12/5/2026,10,7.03,6.2,-1.9,571677.75,74.34,campaign_discount,50.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -1.9, ""long_term_growth_bonus"": 1.86, ""short_term_revenue_impact"": -3.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
920,248,7,237,12/5/2026,15,10.55,9.31,-2.84,566199.9,76.52,campaign_discount,53.15,"{""campaign_type"": 1, ""price_gap_pct"": -8.1, ""hybrid_metrics"": {""total_uplift_score"": -2.84, ""long_term_growth_bonus"": 2.79, ""short_term_revenue_impact"": -5.63}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 1900, ""anchor_revenue_used"": 582750, ""targeted_daily_value"": 27050, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9748, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
921,249,7,238,12/5/2026,0,0,0,0,607950,0,price_adjustment,30,"{""campaign_type"": null, ""price_gap_pct"": 19.2, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""price_adjustment"", ""simulation_type"": ""price_adjustment"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 607950, ""targeted_daily_value"": 3100, ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 36.02, ""discount_component_share"": 0.1071, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
922,249,7,238,12/5/2026,5,3.07,2.68,2.04,620352.18,71.88,price_adjustment,30,"{""campaign_type"": null, ""price_gap_pct"": 19.2, ""hybrid_metrics"": {""total_uplift_score"": 2.04, ""long_term_growth_bonus"": 0.8, ""short_term_revenue_impact"": 1.24}, ""primary_action"": ""price_adjustment"", ""simulation_type"": ""price_adjustment"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3100, ""anchor_revenue_used"": 607950, ""targeted_daily_value"": 3100, ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 36.02, ""discount_component_share"": 0.1071, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
923,249,7,238,12/5/2026,10,4.89,4.64,3.43,628802.69,73.25,price_adjustment,30,"{""campaign_type"": null, ""price_gap_pct"": 19.2, ""hybrid_metrics"": {""total_uplift_score"": 3.43, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": 2.04}, ""primary_action"": ""price_adjustment"", ""simulation_type"": ""price_adjustment"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3100, ""anchor_revenue_used"": 607950, ""targeted_daily_value"": 3100, ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 36.02, ""discount_component_share"": 0.1071, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
924,250,7,239,12/5/2026,0,0,0,0,589050,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
925,250,7,239,12/5/2026,5,4.6,3.73,-0.37,586870.52,72.61,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.37, ""long_term_growth_bonus"": 1.12, ""short_term_revenue_impact"": -1.49}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
926,250,7,239,12/5/2026,10,9.21,7.47,-0.73,584749.94,75.23,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.73, ""long_term_growth_bonus"": 2.24, ""short_term_revenue_impact"": -2.97}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
927,250,7,239,12/5/2026,15,13.81,11.2,-1.1,582570.45,77.84,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -1.1, ""long_term_growth_bonus"": 3.36, ""short_term_revenue_impact"": -4.46}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
928,251,7,240,12/5/2026,0,0,0,0,589050,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
929,251,7,240,12/5/2026,5,4.6,3.73,-0.37,586870.52,72.61,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.37, ""long_term_growth_bonus"": 1.12, ""short_term_revenue_impact"": -1.49}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
930,251,7,240,12/5/2026,10,9.21,7.47,-0.73,584749.94,75.23,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -0.73, ""long_term_growth_bonus"": 2.24, ""short_term_revenue_impact"": -2.97}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
931,251,7,240,12/5/2026,15,13.81,11.2,-1.1,582570.45,77.84,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": -2.2, ""hybrid_metrics"": {""total_uplift_score"": -1.1, ""long_term_growth_bonus"": 3.36, ""short_term_revenue_impact"": -4.46}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""anchor_revenue_used"": 589050, ""targeted_daily_value"": 27350, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.975, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
932,252,7,241,12/5/2026,0,0,0,0,614250,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 7.9, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 614250, ""targeted_daily_value"": 28550, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9761, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
933,252,7,241,12/5/2026,5,2.75,2.66,-1.36,605896.2,71.86,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 7.9, ""hybrid_metrics"": {""total_uplift_score"": -1.36, ""long_term_growth_bonus"": 0.8, ""short_term_revenue_impact"": -2.16}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3400, ""anchor_revenue_used"": 614250, ""targeted_daily_value"": 28550, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9761, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
